
Label=v(1) vs T
LabelX=T
LabelY=v(1)
Data Point Count=44328
T,v(1)
 2.0080699584188340E-008, 2.3539665113591589E-002
 2.0242098752565019E-008, 6.0181665099983718E-002
 2.0564897089318376E-008, 1.3346566507276797E-001
 2.0999999999999999E-008, 2.3224585711233786E-001
 2.1064559667350672E-008, 2.3438753497147063E-001
 2.1193679002052015E-008, 2.3867089068973471E-001
 2.1451917671454700E-008, 2.4723760212626289E-001
 2.1968395010260072E-008, 2.6437102499931936E-001
 2.1999999999999998E-008, 2.6541947691274748E-001
 2.2063209979479850E-008, 2.8020969001348922E-001
 2.2189629938439555E-008, 3.0979011621497399E-001
 2.2442469856358963E-008, 3.6895096861794358E-001
 2.2948149692197779E-008, 4.8727267342388270E-001
 2.3000000000000001E-008, 4.9940488906521807E-001
 2.3100000000000002E-008, 5.3633228553117496E-001
 2.3300000000000000E-008, 6.1018707846308740E-001
 2.3700000000000000E-008, 7.5789666432691349E-001
 2.4000000000000000E-008, 8.6867885372478282E-001
 2.4080000000000001E-008, 8.6573442793053990E-001
 2.4240000000000001E-008, 8.5984557634205150E-001
 2.4560000000000000E-008, 8.4806787316507470E-001
 2.4999999999999999E-008, 8.3187353129673158E-001
 2.5063999999999999E-008, 8.0265779595324727E-001
 2.5191999999999998E-008, 7.4422632526627575E-001
 2.5447999999999997E-008, 6.2736338389233270E-001
 2.5959999999999996E-008, 3.9363750114444668E-001
 2.6000000000000001E-008, 3.7537766655476545E-001
 2.6080000000000013E-008, 3.4593829157383532E-001
 2.6240000000000035E-008, 2.8705954161197511E-001
 2.6560000000000080E-008, 1.6930204168825461E-001
 2.7000000000000000E-008, 7.3854792931913327E-003
 2.7064000000000010E-008, 1.5717764824367222E-002
 2.7192000000000029E-008, 3.2382335886719023E-002
 2.7448000000000065E-008, 6.5711478011422200E-002
 2.7960000000000136E-008, 1.3236976226082856E-001
 2.7999999999999999E-008, 1.3757744071779493E-001
 2.8079999999999726E-008, 1.8468581194478181E-001
 2.8239999999999180E-008, 2.7890255439875866E-001
 2.8559999999998087E-008, 4.6733603930671230E-001
 2.9000000000000002E-008, 7.2643208105716117E-001
 2.9063999999999783E-008, 7.0216376232193112E-001
 2.9191999999999346E-008, 6.5362712485147112E-001
 2.9447999999998471E-008, 5.5655384991055101E-001
 2.9959999999996723E-008, 3.6240730002871091E-001
 2.9999999999999997E-008, 3.4723960081789862E-001
 3.0080000000006547E-008, 3.8712118900439108E-001
 3.0240000000019645E-008, 4.6688436537738759E-001
 3.0560000000045843E-008, 6.2641071812338067E-001
 3.1000000000000000E-008, 8.4575945310831024E-001
 3.1064000000005240E-008, 8.0433436078642695E-001
 3.1192000000015722E-008, 7.2148417614266047E-001
 3.1448000000036679E-008, 5.5578380685513173E-001
 3.1960000000078592E-008, 2.2438306828007404E-001
 3.2000000000000002E-008, 1.9849238563188576E-001
 3.2079999999842823E-008, 2.0677388834702129E-001
 3.2239999999528464E-008, 2.2333689377729238E-001
 3.2559999998899746E-008, 2.5646290463783461E-001
 3.2999999999999998E-008, 3.0201116977446757E-001
 3.3063999999874253E-008, 3.3942637402237341E-001
 3.3191999999622763E-008, 4.1425678251819154E-001
 3.3447999999119790E-008, 5.6391759950983156E-001
 3.3959999998113844E-008, 8.6323923349311182E-001
 3.4000000000000000E-008, 8.8662373729667054E-001
 3.4080000003772312E-008, 8.8020752556188742E-001
 3.4240000011316937E-008, 8.6737510209232127E-001
 3.4560000026406186E-008, 8.4171025515318909E-001
 3.5000000000000002E-008, 8.0642109439374976E-001
 3.5064000003017855E-008, 7.8358250571343890E-001
 3.5192000009053553E-008, 7.3790532835281952E-001
 3.5448000021124950E-008, 6.4655097363158065E-001
 3.5960000045267749E-008, 4.6384226418910068E-001
 3.5999999999999998E-008, 4.4956816309091702E-001
 3.6079999909464496E-008, 4.5698781471793537E-001
 3.6239999728393491E-008, 4.7182711797197818E-001
 3.6559999366251482E-008, 5.0150572448006370E-001
 3.7000000000000000E-008, 5.4231391338847013E-001
 3.7063999927571596E-008, 5.0809611099194985E-001
 3.7191999782714794E-008, 4.3966050619890584E-001
 3.7447999493001189E-008, 3.0278929661281773E-001
 3.7959998913573973E-008, 2.9046877440645158E-002
 3.8000000000000003E-008, 7.6601458784752996E-003
 3.8080002172852063E-008, 4.3099201603675946E-002
 3.8240006518556183E-008, 1.1397731305407725E-001
 3.8560015209964424E-008, 2.5573353595487985E-001
 3.8999999999999998E-008, 4.5063631092257161E-001
 3.9064001738281648E-008, 4.7907935767257565E-001
 3.9192005214844947E-008, 5.3596545117258376E-001
 3.9448012167971538E-008, 6.4973763817259700E-001
 3.9960026074224720E-008, 8.7728201217262347E-001
 4.0000000000000001E-008, 8.9504684591204564E-001
 4.0079947851550563E-008, 8.9308761483214505E-001
 4.0239843554651687E-008, 8.8916915267234398E-001
 4.0559634960853936E-008, 8.8133222835274183E-001
 4.1000000000000003E-008, 8.7054048280281993E-001
 4.1063958281240452E-008, 8.5532533334546057E-001
 4.1191874843721348E-008, 8.2489503443074186E-001
 4.1447707968683148E-008, 7.6403443660130288E-001
 4.1959374218606748E-008, 6.4231324094242492E-001
 4.1999999999999999E-008, 6.3264870143742336E-001
 4.2081251562786500E-008, 6.5731404446660546E-001
 4.2243754688359501E-008, 7.0664473052497678E-001
 4.2568760939505505E-008, 8.0530610264171953E-001
 4.3000000000000001E-008, 9.3621631519516590E-001
 4.3065001250229202E-008, 9.2661103996063765E-001
 4.3195003750687603E-008, 9.0740048949158103E-001
 4.3455008751604406E-008, 8.6897938855346779E-001
 4.3975018753438011E-008, 7.9213718667724131E-001
 4.3999999999999997E-008, 7.8844569231238848E-001
 4.4049962493123969E-008, 7.9126806160992647E-001
 4.4149887479371913E-008, 7.9691280020500510E-001
 4.4349737451867800E-008, 8.0820227739516248E-001
 4.4749437396859575E-008, 8.3078123177547725E-001
 4.4999999999999999E-008, 8.4493545335245790E-001
 4.5079939988998357E-008, 8.2777739974286912E-001
 4.5239819966995066E-008, 7.9346129252368958E-001
 4.5559579922988483E-008, 7.2482907808533037E-001
 4.6000000000000002E-008, 6.3029877620776997E-001
 4.6063951991198685E-008, 6.2366097836034051E-001
 4.6191855973596052E-008, 6.1038538266548148E-001
 4.6447663938390786E-008, 5.8383419127576364E-001
 4.6959279867980261E-008, 5.3073180849632706E-001
 4.6999999999999997E-008, 5.2650532547990425E-001
 4.7081440264039471E-008, 5.0242891208379437E-001
 4.7244320792118417E-008, 4.5427608529157193E-001
 4.7570081848276310E-008, 3.5797043170712717E-001
 4.8000000000000000E-008, 2.3087252418592069E-001
 4.8065152211231577E-008, 2.8026309784210401E-001
 4.8195456633694731E-008, 3.7904424515448454E-001
 4.8456065478621047E-008, 5.7660653977925058E-001
 4.8977283168473679E-008, 9.7173112902878267E-001
 4.9000000000000002E-008, 9.8895229956968900E-001
 4.9045433663052649E-008, 9.6448076664887961E-001
 4.9136300989157943E-008, 9.1553770080726071E-001
 4.9318035641368530E-008, 8.1765156912402304E-001
 4.9681504945789705E-008, 6.2187930575754757E-001
 4.9999999999999998E-008, 4.5033112582781820E-001
 5.0072693860884231E-008, 4.4028793883410455E-001
 5.0218081582652699E-008, 4.2020156484668258E-001
 5.0508857026189640E-008, 3.8002881687183782E-001
 5.1000000000000000E-008, 3.1217383342997529E-001
 5.1058155088707391E-008, 3.0161195919987543E-001
 5.1174465266122166E-008, 2.8048821073967689E-001
 5.1407085620951716E-008, 2.3824071381927980E-001
 5.1872326330610817E-008, 1.5374571997848566E-001
 5.2000000000000002E-008, 1.3055818353831600E-001
 5.2093048141931823E-008, 1.6840841956264618E-001
 5.2279144425795463E-008, 2.4410889161130661E-001
 5.2651336993522743E-008, 3.9550983570862741E-001
 5.2999999999999998E-008, 5.3733939634387995E-001
 5.3074438513545452E-008, 4.9807669821448525E-001
 5.3223315540636365E-008, 4.1955130195568008E-001
 5.3521069594818192E-008, 2.6250050943806968E-001
 5.4000000000000000E-008, 9.8879970702231423E-003
 5.4059550810836369E-008, 1.9845542545013577E-002
 5.4178652432509098E-008, 3.9760633494593439E-002
 5.4416855675854557E-008, 7.9590815393753164E-002
 5.4893262162545482E-008, 1.5925117919207374E-001
 5.5000000000000003E-008, 1.7709891048921170E-001
 5.5095281297338189E-008, 2.0119911472941940E-001
 5.5285843892014555E-008, 2.4939952320983313E-001
 5.5666969081367293E-008, 3.4580034017066230E-001
 5.5999999999999999E-008, 4.3003631702627476E-001
 5.6076225037870546E-008, 4.2621424795613577E-001
 5.6228675113611642E-008, 4.1857010981585374E-001
 5.6533575265093832E-008, 4.0328183353528968E-001
 5.7000000000000001E-008, 3.7989440595721302E-001
 5.7060980030296440E-008, 4.1698080519264635E-001
 5.7182940090889319E-008, 4.9115360366351291E-001
 5.7426860212075071E-008, 6.3949920060524212E-001
 5.7914700454446573E-008, 9.3619039448870045E-001
 5.8000000000000003E-008, 9.8806726279488510E-001
 5.8097568048474302E-008, 9.4433479024805356E-001
 5.8292704145422907E-008, 8.5686984515438758E-001
 5.8682976339320111E-008, 6.8193995496705839E-001
 5.8999999999999999E-008, 5.3984191412091720E-001
 5.9078054438779437E-008, 4.9825750487464426E-001
 5.9234163316338320E-008, 4.1508868638209362E-001
 5.9546381071456085E-008, 2.4875104939699222E-001
 5.9999999999999995E-008, 7.0802941984383638E-003
 6.0062443551023550E-008, 6.8029788884730602E-002
 6.0187330653070662E-008, 1.8992877825735491E-001
 6.0437104857164871E-008, 4.3372675700259067E-001
 6.0936653265353291E-008, 9.2132271449306213E-001
 6.1000000000000004E-008, 9.8315378276924958E-001
 6.1099909681637693E-008, 9.0338032164412763E-001
 6.1299729044913058E-008, 7.4383339939389415E-001
 6.1699367771463801E-008, 4.2473955489341675E-001
 6.1999999999999999E-008, 1.8469801934873498E-001
 6.2079927745310151E-008, 2.4197952949974871E-001
 6.2239783235930440E-008, 3.5654254980176669E-001
 6.2559494217171032E-008, 5.8566859040581210E-001
 6.2999999999999995E-008, 9.0136417737356767E-001
 6.3063942196248113E-008, 8.5370268254146775E-001
 6.3191826588744350E-008, 7.5837969287722928E-001
 6.3447595373736824E-008, 5.6773371354875235E-001
 6.3959132943721771E-008, 1.8644175489179871E-001
 6.4000000000000004E-008, 1.5598010193182166E-001
 6.4081734112556470E-008, 1.9001124599773769E-001
 6.4245202337669402E-008, 2.5807353412956974E-001
 6.4572138787895266E-008, 3.9419811039323382E-001
 6.5000000000000000E-008, 5.7234412671285140E-001
 6.5065387290045172E-008, 5.4148736027196587E-001
 6.5196161870135518E-008, 4.7977382739019464E-001
 6.5457711030316209E-008, 3.5634676162665235E-001
 6.5980809350677592E-008, 1.0949263009956767E-001
 6.5999999999999995E-008, 1.0043641468551306E-001
 6.6038381298644803E-008, 1.2464449901095524E-001
 6.6115143895934419E-008, 1.7306066766186889E-001
 6.6268669090513649E-008, 2.6989300496369623E-001
 6.6575719479672111E-008, 4.6355767956735083E-001
 6.7000000000000004E-008, 7.3116245002594071E-001
 6.7061410077831699E-008, 6.8962392147399232E-001
 6.7184230233495089E-008, 6.0654686437009553E-001
 6.7429870544821856E-008, 4.4039275016231094E-001
 6.7921151167475389E-008, 1.0808452174674166E-001
 6.8000000000000000E-008, 5.4750205999938961E-002
 6.8098256124530712E-008, 8.4166770886754214E-002
 6.8294768373592123E-008, 1.4299990066038076E-001
 6.8687792871714957E-008, 2.6066616020763778E-001
 6.8999999999999996E-008, 3.5413678395946746E-001
 6.9078604899624560E-008, 3.5720018484513538E-001
 6.9235814698873689E-008, 3.6332698661646440E-001
 6.9550234297371959E-008, 3.7558059015912298E-001
 7.0000000000000005E-008, 3.9310892056031982E-001
 7.0062883919699661E-008, 4.1380091012914522E-001
 7.0188651759098962E-008, 4.5518488926679163E-001
 7.0440187437897575E-008, 5.3795284754208883E-001
 7.0943258795494802E-008, 7.0348876409268324E-001
 7.1000000000000000E-008, 7.2215948973052158E-001
 7.1099999999999995E-008, 6.6245918149357985E-001
 7.1299999999999997E-008, 5.4305856501968841E-001
 7.1700000000000000E-008, 3.0425733207190553E-001
 7.1999999999999996E-008, 1.2515640736107236E-001
 7.2079999999999994E-008, 1.2007568590350141E-001
 7.2239999999999990E-008, 1.0991424298837359E-001
 7.2559999999999983E-008, 8.9591357158117946E-002
 7.3000000000000005E-008, 6.1647389141514325E-002
 7.3063999999999998E-008, 8.1239783928950898E-002
 7.3191999999999998E-008, 1.2042457350382808E-001
 7.3447999999999997E-008, 1.9879415265358247E-001
 7.3959999999999995E-008, 3.5553331095309126E-001
 7.4000000000000001E-008, 3.6777855769524215E-001
 7.4080000000000012E-008, 4.1403729361858577E-001
 7.4240000000000035E-008, 5.0655476546527300E-001
 7.4560000000000080E-008, 6.9158970915864759E-001
 7.4999999999999997E-008, 9.4601275673695329E-001
 7.5064000000000003E-008, 9.2973491622669313E-001
 7.5192000000000016E-008, 8.9717923520615084E-001
 7.5448000000000055E-008, 8.3206787316506270E-001
 7.5960000000000132E-008, 7.0184514908288664E-001
 7.6000000000000006E-008, 6.9167149876400036E-001
 7.6079999999999752E-008, 6.8457899716180104E-001
 7.6239999999999245E-008, 6.7039399395740240E-001
 7.6559999999998232E-008, 6.4202398754860512E-001
 7.7000000000000001E-008, 6.0301522873622848E-001
 7.7063999999999796E-008, 5.7440107425162557E-001
 7.7191999999999385E-008, 5.1717276528241984E-001
 7.7447999999998577E-008, 4.0271614734400230E-001
 7.7959999999996961E-008, 1.7380291146716731E-001
 7.7999999999999997E-008, 1.5591906491287555E-001
 7.8080000000006070E-008, 2.1867488632330595E-001
 7.8240000000018216E-008, 3.4418652914419934E-001
 7.8560000000042507E-008, 5.9520981478598611E-001
 7.9000000000000006E-008, 9.4036683248390163E-001
 7.9064000000004870E-008, 9.3426899014205800E-001
 7.9192000000014584E-008, 9.2207330545837229E-001
 7.9448000000034011E-008, 8.9768193609100100E-001
 7.9960000000072881E-008, 8.4889919735625696E-001
 8.0000000000000002E-008, 8.4508804589983821E-001
 8.0079999999854244E-008, 7.8506180009105553E-001
 8.0239999999562728E-008, 6.6500930847349016E-001
 8.0559999998979697E-008, 4.2490432523835947E-001
 8.0999999999999997E-008, 9.4759971922981134E-002
 8.1063999999883391E-008, 1.3609521767424507E-001
 8.1191999999650179E-008, 2.1876570917680976E-001
 8.1447999999183754E-008, 3.8410669218193916E-001
 8.1959999998250904E-008, 7.1478865819219783E-001
 8.2000000000000006E-008, 7.4062318796349991E-001
 8.2080000003498211E-008, 7.0205267326076115E-001
 8.2240000010494620E-008, 6.2491164385528375E-001
 8.2560000024487437E-008, 4.7062958504432895E-001
 8.3000000000000002E-008, 2.5849177526169620E-001
 8.3064000002798566E-008, 3.0070595600712124E-001
 8.3192000008395693E-008, 3.8513431749797128E-001
 8.3448000019589947E-008, 5.5399104047967129E-001
 8.3960000041978455E-008, 8.9170448644307154E-001
 8.3999999999999998E-008, 9.1808832056641487E-001
 8.4079999916043083E-008, 8.4952428839266358E-001
 8.4239999748129253E-008, 7.1239622404512093E-001
 8.4559999412301592E-008, 4.3814009535003573E-001
 8.4999999999999994E-008, 6.1037018952005750E-002
 8.5063999932834456E-008, 8.8065159171212354E-002
 8.5191999798503395E-008, 1.4212143960966506E-001
 8.5447999529841272E-008, 2.5023400048657046E-001
 8.5959998992517013E-008, 4.6645912224037561E-001
 8.6000000000000002E-008, 4.8335215308084351E-001
 8.6080002014965981E-008, 4.8577904607917055E-001
 8.6240006044897939E-008, 4.9063283207582470E-001
 8.6560014104761856E-008, 5.0034040406913294E-001
 8.6999999999999998E-008, 5.1368755149998435E-001
 8.7064001611972776E-008, 5.1138273561425029E-001
 8.7192004835918345E-008, 5.0677310384277985E-001
 8.7448011283809483E-008, 4.9755384029983896E-001
 8.7960024179591746E-008, 4.7911531321395762E-001
 8.7999999999999994E-008, 4.7767571031830858E-001
 8.8079951640816489E-008, 4.4591172642753479E-001
 8.8239854922449480E-008, 3.8238375864597773E-001
 8.8559661485715461E-008, 2.5532782308286361E-001
 8.9000000000000003E-008, 8.0385753959776596E-002
 8.9063961312653202E-008, 9.5027735410981792E-002
 8.9191883937959599E-008, 1.2431169831339217E-001
 8.9447729188572382E-008, 1.8287962411820990E-001
 8.9959419689797946E-008, 3.0001547572784537E-001
 8.9999999999999999E-008, 3.0930509353922853E-001
 9.0081160620404103E-008, 3.2059976284196473E-001
 9.0243481861212312E-008, 3.4318910144743481E-001
 9.0568124342828731E-008, 3.8836777865837491E-001
 9.0999999999999994E-008, 4.4846949674977693E-001
 9.1064928496323275E-008, 4.3507441526092433E-001
 9.1194785488969837E-008, 4.0828425228321008E-001
 9.1454499474262975E-008, 3.5470392632777881E-001
 9.1973927444849250E-008, 2.4754327441691620E-001
 9.2000000000000003E-008, 2.4216437269203772E-001
 9.2052145110301510E-008, 2.6398711806282393E-001
 9.2156435330904523E-008, 3.0763260880439641E-001
 9.2365015772110549E-008, 3.9492359028754132E-001
 9.2782176654522601E-008, 5.6950555325383112E-001
 9.2999999999999999E-008, 6.6066469313638165E-001
 9.3083432176482404E-008, 6.2281250234726271E-001
 9.3250296529447228E-008, 5.4710812076899562E-001
 9.3584025235376875E-008, 3.9569935761246156E-001
 9.3999999999999995E-008, 2.0697653126621895E-001
 9.4066745741185929E-008, 1.9721328356260498E-001
 9.4200237223557786E-008, 1.7768678815538708E-001
 9.4467220188301498E-008, 1.3863379734095124E-001
 9.5000000000000004E-008, 6.0701315347758411E-002
 9.5053396592948743E-008, 1.0165277202068604E-001
 9.5160189778846223E-008, 1.8355568536654127E-001
 9.5373776150641196E-008, 3.4736151205826188E-001
 9.5800948894231140E-008, 6.7497316544170316E-001
 9.5999999999999999E-008, 8.2763145847955777E-001
 9.6085434548717991E-008, 8.1024314080018922E-001
 9.6256303646153961E-008, 7.7546650544142925E-001
 9.6598041841025914E-008, 7.0591323472390655E-001
 9.6999999999999995E-008, 6.2410351878414527E-001
 9.7068347638974386E-008, 5.9501191684390864E-001
 9.7205042916923167E-008, 5.3682871296342949E-001
 9.7478433472820730E-008, 4.2046230520247113E-001
 9.8000000000000004E-008, 1.9846186712240976E-001
 9.8054678111179517E-008, 2.0498646243818155E-001
 9.8164034333538542E-008, 2.1803565306972517E-001
 9.8382746778256592E-008, 2.4413403433281242E-001
 9.8820171667692692E-008, 2.9633079685898689E-001
 9.9000000000000000E-008, 3.1778923917355878E-001
 9.9087484977887217E-008, 3.5393182609513385E-001
 9.9262454933661652E-008, 4.2621699993828410E-001
 9.9612394845210535E-008, 5.7078734762458994E-001
 9.9999999999999995E-008, 7.3091830195012730E-001
 1.0006998798230977E-007, 7.3457287630030244E-001
 1.0020996394692933E-007, 7.4188202500064315E-001
 1.0048991587616844E-007, 7.5650032240132403E-001
 1.0100000000000000E-007, 7.8313547166356390E-001
 1.0105599038584783E-007, 7.6374465472575837E-001
 1.0116797115754347E-007, 7.2496302085014741E-001
 1.0139193270093475E-007, 6.4739975309892550E-001
 1.0183985578771732E-007, 4.9227321759648168E-001
 1.0200000000000000E-007, 4.3681142612994783E-001
 1.0208958461735652E-007, 4.4153849310005250E-001
 1.0226875385206954E-007, 4.5099262704026111E-001
 1.0262709232149559E-007, 4.6990089492067827E-001
 1.0300000000000000E-007, 4.8957792901394626E-001
 1.0307166769388520E-007, 4.8713483644917871E-001
 1.0321500308165563E-007, 4.8224865131964084E-001
 1.0350167385719647E-007, 4.7247628106056555E-001
 1.0400000000000000E-007, 4.5548875392925808E-001
 1.0405733415510817E-007, 4.4018541457637272E-001
 1.0417200246532451E-007, 4.0957873587059851E-001
 1.0440133908575718E-007, 3.4836537845905008E-001
 1.0486001232662253E-007, 2.2593866363595677E-001
 1.0500000000000000E-007, 1.8857387005218668E-001
 1.0509173464817306E-007, 2.2507791612074829E-001
 1.0527520394451920E-007, 2.9808600825787690E-001
 1.0564214253721148E-007, 4.4410219253213401E-001
 1.0600000000000000E-007, 5.8650471510970881E-001
 1.0607338771853845E-007, 5.8983960426354975E-001
 1.0622016315561536E-007, 5.9650938257122288E-001
 1.0651371402976919E-007, 6.0984893918656924E-001
 1.0700000000000001E-007, 6.3194677571947389E-001
 1.0705871017483078E-007, 6.0574605894496392E-001
 1.0717613052449230E-007, 5.5334462539594986E-001
 1.0741097122381536E-007, 4.4854175829792187E-001
 1.0788065262246148E-007, 2.3893602410186576E-001
 1.0800000000000000E-007, 1.8567461165196691E-001
 1.0809393627972922E-007, 2.3692717700732546E-001
 1.0828180883918767E-007, 3.3943230771804261E-001
 1.0865755395810456E-007, 5.4444256913947686E-001
 1.0900000000000000E-007, 7.3128452406383748E-001
 1.0907514902378338E-007, 6.8710376921406435E-001
 1.0922544707135013E-007, 5.9874225951448812E-001
 1.0952604316648365E-007, 4.2201924011533559E-001
 1.1000000000000001E-007, 1.4337595751823484E-001
 1.1006011921902671E-007, 1.4990582905105856E-001
 1.1018035765708011E-007, 1.6296557211670606E-001
 1.1042083453318692E-007, 1.8908505824800109E-001
 1.1090178828540055E-007, 2.4132403051059109E-001
 1.1100000000000000E-007, 2.5199133274330882E-001
 1.1109619075044273E-007, 3.1588463037159137E-001
 1.1128857225132818E-007, 4.4367122562815653E-001
 1.1167333525309908E-007, 6.9924441614127786E-001
 1.1200000000000000E-007, 9.1622669148837899E-001
 1.1207695260035418E-007, 8.7485823983768185E-001
 1.1223085780106254E-007, 7.9212133653625572E-001
 1.1253866820247926E-007, 6.2664752993341055E-001
 1.1300000000000001E-007, 3.7864314706869717E-001
 1.1306156208028335E-007, 4.0767973725941181E-001
 1.1318468624085004E-007, 4.6575291764083482E-001
 1.1343093456198342E-007, 5.8189927840368716E-001
 1.1392343120425017E-007, 8.1419199992939173E-001
 1.1400000000000000E-007, 8.5030671102023381E-001
 1.1409849932845335E-007, 8.3414015965996002E-001
 1.1429549798536005E-007, 8.0180705693941035E-001
 1.1468949529917345E-007, 7.3714085149831310E-001
 1.1500000000000000E-007, 6.8617816705832313E-001
 1.1507879946276268E-007, 6.6702840900970084E-001
 1.1523639838828804E-007, 6.2872889291245415E-001
 1.1555159623933876E-007, 5.5212986071796399E-001
 1.1600000000000001E-007, 4.4315927610095524E-001
 1.1606303957021015E-007, 4.6735968363516223E-001
 1.1618911871063044E-007, 5.1576049870358132E-001
 1.1644127699147102E-007, 6.1256212884041428E-001
 1.1694559355315217E-007, 8.0616538911408031E-001
 1.1700000000000000E-007, 8.2705160679952394E-001
 1.1710000000000000E-007, 8.3081759086886176E-001
 1.1730000000000000E-007, 8.3834955900753783E-001
 1.1770000000000000E-007, 8.5341349528488997E-001
 1.1800000000000000E-007, 8.6471144749290385E-001
 1.1808000000000000E-007, 8.1331583605457658E-001
 1.1823999999999999E-007, 7.1052461317790394E-001
 1.1855999999999998E-007, 5.0494216742455866E-001
