
Label=v(1) vs T
LabelX=T
LabelY=v(1)
Data Point Count=25005
T,v(1)
 9.1350E-007, 6.0342E-001
 9.1750E-007, 7.7402E-001
 9.2000E-007, 8.8064E-001
 9.2050E-007, 8.7782E-001
 9.2150E-007, 8.7219E-001
 9.2350E-007, 8.6091E-001
 9.2750E-007, 8.3837E-001
 9.3000E-007, 8.2427E-001
 9.3050E-007, 8.2522E-001
 9.3150E-007, 8.2710E-001
 9.3350E-007, 8.3086E-001
 9.3750E-007, 8.3840E-001
 9.4000E-007, 8.4310E-001
 9.4050E-007, 8.0995E-001
 9.4150E-007, 7.4365E-001
 9.4350E-007, 6.1104E-001
 9.4750E-007, 3.4582E-001
 9.5000E-007, 1.8006E-001
 9.5050E-007, 2.0407E-001
 9.5150E-007, 2.5208E-001
 9.5350E-007, 3.4811E-001
 9.5750E-007, 5.4017E-001
 9.6000E-007, 6.6021E-001
 9.6050E-007, 6.3882E-001
 9.6150E-007, 5.9606E-001
 9.6350E-007, 5.1053E-001
 9.6750E-007, 3.3947E-001
 9.7000E-007, 2.3255E-001
 9.7050E-007, 2.4691E-001
 9.7150E-007, 2.7562E-001
 9.7350E-007, 3.3305E-001
 9.7750E-007, 4.4791E-001
 9.8000E-007, 5.1970E-001
 9.8050E-007, 4.9463E-001
 9.8150E-007, 4.4450E-001
 9.8350E-007, 3.4422E-001
 9.8750E-007, 1.4368E-001
 9.9000E-007, 1.8342E-002
 9.9050E-007, 5.8647E-002
 9.9150E-007, 1.3926E-001
 9.9350E-007, 3.0048E-001
 9.9750E-007, 6.2293E-001
 1.0000E-006, 8.2446E-001
 1.0005E-006, 8.2589E-001
 1.0015E-006, 8.2874E-001
 1.0035E-006, 8.3446E-001
 1.0075E-006, 8.4588E-001
 1.0100E-006, 8.5302E-001
 1.0105E-006, 8.5375E-001
 1.0115E-006, 8.5522E-001
 1.0135E-006, 8.5814E-001
 1.0175E-006, 8.6399E-001
 1.0200E-006, 8.6764E-001
 1.0205E-006, 8.5927E-001
 1.0215E-006, 8.4252E-001
 1.0235E-006, 8.0902E-001
 1.0275E-006, 7.4203E-001
 1.0300E-006, 7.0016E-001
 1.0305E-006, 6.9223E-001
 1.0315E-006, 6.7637E-001
 1.0335E-006, 6.4467E-001
 1.0375E-006, 5.8125E-001
 1.0400E-006, 5.4161E-001
 1.0405E-006, 5.4430E-001
 1.0415E-006, 5.4968E-001
 1.0435E-006, 5.6043E-001
 1.0475E-006, 5.8194E-001
 1.0500E-006, 5.9539E-001
 1.0505E-006, 5.8632E-001
 1.0515E-006, 5.6819E-001
 1.0535E-006, 5.3193E-001
 1.0575E-006, 4.5940E-001
 1.0600E-006, 4.1408E-001
 1.0605E-006, 4.1212E-001
 1.0615E-006, 4.0821E-001
 1.0635E-006, 4.0038E-001
 1.0675E-006, 3.8473E-001
 1.0700E-006, 3.7495E-001
 1.0705E-006, 3.8972E-001
 1.0715E-006, 4.1927E-001
 1.0735E-006, 4.7837E-001
 1.0775E-006, 5.9656E-001
 1.0800E-006, 6.7043E-001
 1.0805E-006, 6.6001E-001
 1.0815E-006, 6.3917E-001
 1.0835E-006, 5.9749E-001
 1.0875E-006, 5.1412E-001
 1.0900E-006, 4.6202E-001
 1.0905E-006, 4.8472E-001
 1.0915E-006, 5.3012E-001
 1.0935E-006, 6.2093E-001
 1.0975E-006, 8.0254E-001
 1.1000E-006, 9.1604E-001
 1.1005E-006, 9.1921E-001
 1.1015E-006, 9.2553E-001
 1.1035E-006, 9.3819E-001
 1.1075E-006, 9.6349E-001
 1.1100E-006, 9.7931E-001
 1.1105E-006, 9.4428E-001
 1.1115E-006, 8.7423E-001
 1.1135E-006, 7.3414E-001
 1.1175E-006, 4.5394E-001
 1.1200E-006, 2.7882E-001
 1.1205E-006, 2.7073E-001
 1.1215E-006, 2.5454E-001
 1.1235E-006, 2.2217E-001
 1.1275E-006, 1.5744E-001
 1.1300E-006, 1.1698E-001
 1.1305E-006, 1.2505E-001
 1.1315E-006, 1.4119E-001
 1.1335E-006, 1.7348E-001
 1.1375E-006, 2.3806E-001
 1.1400E-006, 2.7842E-001
 1.1405E-006, 2.9487E-001
 1.1415E-006, 3.2777E-001
 1.1435E-006, 3.9358E-001
 1.1475E-006, 5.2519E-001
 1.1500E-006, 6.0744E-001
 1.1505E-006, 5.8490E-001
 1.1515E-006, 5.3981E-001
 1.1535E-006, 4.4963E-001
 1.1575E-006, 2.6928E-001
 1.1600E-006, 1.5656E-001
 1.1605E-006, 1.7236E-001
 1.1615E-006, 2.0395E-001
 1.1635E-006, 2.6713E-001
 1.1675E-006, 3.9351E-001
 1.1700E-006, 4.7249E-001
 1.1705E-006, 4.6984E-001
 1.1715E-006, 4.6454E-001
 1.1735E-006, 4.5393E-001
 1.1775E-006, 4.3273E-001
 1.1800E-006, 4.1948E-001
 1.1805E-006, 4.0052E-001
 1.1815E-006, 3.6262E-001
 1.1835E-006, 2.8680E-001
 1.1875E-006, 1.3517E-001
 1.1900E-006, 4.0407E-002
 1.1905E-006, 8.1075E-002
 1.1915E-006, 1.6241E-001
 1.1935E-006, 3.2509E-001
 1.1975E-006, 6.5044E-001
 1.2000E-006, 8.5379E-001
 1.2005E-006, 8.4606E-001
 1.2015E-006, 8.3060E-001
 1.2035E-006, 7.9968E-001
 1.2075E-006, 7.3785E-001
 1.2100E-006, 6.9921E-001
 1.2105E-006, 7.0748E-001
 1.2115E-006, 7.2401E-001
 1.2135E-006, 7.5708E-001
 1.2175E-006, 8.2322E-001
 1.2200E-006, 8.6456E-001
 1.2205E-006, 8.2580E-001
 1.2215E-006, 7.4827E-001
 1.2235E-006, 5.9323E-001
 1.2275E-006, 2.8314E-001
 1.2300E-006, 8.9328E-002
 1.2305E-006, 9.8631E-002
 1.2315E-006, 1.1724E-001
 1.2335E-006, 1.5445E-001
 1.2375E-006, 2.2888E-001
 1.2400E-006, 2.7540E-001
 1.2405E-006, 2.8997E-001
 1.2415E-006, 3.1913E-001
 1.2435E-006, 3.7743E-001
 1.2475E-006, 4.9403E-001
 1.2500E-006, 5.6691E-001
 1.2505E-006, 5.5605E-001
 1.2515E-006, 5.3434E-001
 1.2535E-006, 4.9091E-001
 1.2575E-006, 4.0406E-001
 1.2600E-006, 3.4977E-001
 1.2605E-006, 3.7776E-001
 1.2615E-006, 4.3373E-001
 1.2635E-006, 5.4568E-001
 1.2675E-006, 7.6958E-001
 1.2700E-006, 9.0951E-001
 1.2705E-006, 8.8225E-001
 1.2715E-006, 8.2773E-001
 1.2735E-006, 7.1869E-001
 1.2775E-006, 5.0060E-001
 1.2800E-006, 3.6430E-001
 1.2805E-006, 3.7214E-001
 1.2815E-006, 3.8783E-001
 1.2835E-006, 4.1920E-001
 1.2875E-006, 4.8195E-001
 1.2900E-006, 5.2116E-001
 1.2905E-006, 5.0594E-001
 1.2915E-006, 4.7550E-001
 1.2935E-006, 4.1462E-001
 1.2975E-006, 2.9285E-001
 1.3000E-006, 2.1674E-001
 1.3005E-006, 2.5298E-001
 1.3015E-006, 3.2545E-001
 1.3035E-006, 4.7040E-001
 1.3075E-006, 7.6028E-001
 1.3100E-006, 9.4147E-001
 1.3105E-006, 9.3954E-001
 1.3115E-006, 9.3568E-001
 1.3135E-006, 9.2796E-001
 1.3175E-006, 9.1253E-001
 1.3200E-006, 9.0289E-001
 1.3205E-006, 8.7788E-001
 1.3215E-006, 8.2786E-001
 1.3235E-006, 7.2781E-001
 1.3275E-006, 5.2772E-001
 1.3300E-006, 4.0266E-001
 1.3305E-006, 4.2650E-001
 1.3315E-006, 4.7419E-001
 1.3335E-006, 5.6956E-001
 1.3375E-006, 7.6030E-001
 1.3400E-006, 8.7951E-001
 1.3405E-006, 8.6729E-001
 1.3415E-006, 8.4286E-001
 1.3435E-006, 7.9399E-001
 1.3475E-006, 6.9624E-001
 1.3500E-006, 6.3515E-001
 1.3505E-006, 6.5167E-001
 1.3515E-006, 6.8470E-001
 1.3535E-006, 7.5077E-001
 1.3575E-006, 8.8290E-001
 1.3600E-006, 9.6548E-001
 1.3605E-006, 9.2798E-001
 1.3615E-006, 8.5297E-001
 1.3635E-006, 7.0295E-001
 1.3675E-006, 4.0292E-001
 1.3700E-006, 2.1540E-001
 1.3705E-006, 2.1187E-001
 1.3715E-006, 2.0480E-001
 1.3735E-006, 1.9067E-001
 1.3775E-006, 1.6241E-001
 1.3800E-006, 1.4475E-001
 1.3805E-006, 1.6820E-001
 1.3815E-006, 2.1510E-001
 1.3835E-006, 3.0890E-001
 1.3875E-006, 4.9651E-001
 1.3900E-006, 6.1376E-001
 1.3905E-006, 5.8568E-001
 1.3915E-006, 5.2953E-001
 1.3935E-006, 4.1723E-001
 1.3975E-006, 1.9263E-001
 1.4000E-006, 5.2248E-002
 1.4005E-006, 9.2137E-002
 1.4015E-006, 1.7192E-001
 1.4035E-006, 3.3147E-001
 1.4075E-006, 6.5059E-001
 1.4100E-006, 8.5003E-001
 1.4105E-006, 8.4089E-001
 1.4115E-006, 8.2262E-001
 1.4135E-006, 7.8606E-001
 1.4175E-006, 7.1295E-001
 1.4200E-006, 6.6726E-001
 1.4205E-006, 6.5555E-001
 1.4215E-006, 6.3212E-001
 1.4235E-006, 5.8528E-001
 1.4275E-006, 4.9158E-001
 1.4300E-006, 4.3303E-001
 1.4305E-006, 4.3318E-001
 1.4315E-006, 4.3348E-001
 1.4335E-006, 4.3407E-001
 1.4375E-006, 4.3527E-001
 1.4400E-006, 4.3602E-001
 1.4405E-006, 4.2264E-001
 1.4415E-006, 3.9587E-001
 1.4435E-006, 3.4234E-001
 1.4475E-006, 2.3528E-001
 1.4500E-006, 1.6837E-001
 1.4505E-006, 1.7600E-001
 1.4515E-006, 1.9127E-001
 1.4535E-006, 2.2180E-001
 1.4575E-006, 2.8286E-001
 1.4600E-006, 3.2102E-001
 1.4605E-006, 3.3460E-001
 1.4615E-006, 3.6175E-001
 1.4635E-006, 4.1606E-001
 1.4675E-006, 5.2467E-001
 1.4700E-006, 5.9255E-001
 1.4705E-006, 6.0057E-001
 1.4715E-006, 6.1663E-001
 1.4735E-006, 6.4873E-001
 1.4775E-006, 7.1294E-001
 1.4800E-006, 7.5307E-001
 1.4805E-006, 7.3320E-001
 1.4815E-006, 6.9346E-001
 1.4835E-006, 6.1397E-001
 1.4875E-006, 4.5499E-001
 1.4900E-006, 3.5563E-001
 1.4905E-006, 3.7624E-001
 1.4915E-006, 4.1745E-001
 1.4935E-006, 4.9987E-001
 1.4975E-006, 6.6472E-001
 1.5000E-006, 7.6775E-001
 1.5005E-006, 7.7714E-001
 1.5015E-006, 7.9591E-001
 1.5035E-006, 8.3346E-001
 1.5075E-006, 9.0854E-001
 1.5100E-006, 9.5547E-001
 1.5105E-006, 9.2618E-001
 1.5115E-006, 8.6760E-001
 1.5135E-006, 7.5044E-001
 1.5175E-006, 5.1612E-001
 1.5200E-006, 3.6967E-001
 1.5205E-006, 3.9851E-001
 1.5215E-006, 4.5618E-001
 1.5235E-006, 5.7153E-001
 1.5275E-006, 8.0222E-001
 1.5300E-006, 9.4641E-001
 1.5305E-006, 8.9928E-001
 1.5315E-006, 8.0501E-001
